Rank,School Rank,School,Team Name,Member1,Member2,Member3,Coach,Girl,Official,Solved,Penalty,Medal,A,B,C,D,E,F,G,H,I,J,K,L,M
140,91,浙大城市学院,冬雪涟,郭申申,鲁俊杰,张洋鸣,柯海丰,,True,3,234,Bronze,,-1,,,+(19),,-10,,,+(43),+(172),,
141,92,阜阳师范大学,又双叒叕到了难搞的时候,胡召鑫,张美星,邢文俊,范建中,,True,3,236,Bronze,,,,,+(13),,-8,,,+1(54),+(149),,
142,,湘潭大学,码喽也有大圣梦,李名杰,王兮,郑智彬,谢勇,,True,3,240,Bronze,,-2,,,+1(22),,-2,,,+(47),+2(111),,
143,,华中师范大学,这里没有乐子,张书颇,严展翔,徐振迪,刘会,,True,3,249,Bronze,,-1,,,+(17),,-7,,,+(57),+(175),,
144,,北京航空航天大学,逆转光路的fumo,段岳辰,张子昱,任一杰,宋友,,True,3,254,Bronze,,,,,+(10),,+1(178),,,+(46),-15,,
145,93,湖南科技大学,万万大宝贝,万佳文,文帅,李中钰,陈燕晖,,True,3,255,Bronze,,-3,,,+(19),,-7,,,+(57),+1(159),,
146,94,山东财经大学,"通知:经费全部用于PPT大赛,打XCPC需自费",来孟阳,马弘逸,张淇皓,李恒武,,True,3,259,Bronze,,,,,+1(26),,-5,,,+(65),+(148),,
147,95,中国石油大学（北京）,荣耀头盔,李松蔚,姜致远,林昱辰,范江波,,True,3,262,Bronze,,-3,,,+1(30),,-9,,,+(52),+1(140),,
148,,香港大学,今天必须取个队名,杨明天,吴浩元,夏铭飞,邝启鹏,,True,3,268,Bronze,,,,,+(17),,+2(143),,,+(68),,,
149,96,厦门理工学院,猪猪图拨号,张子漠,黄鸿,唐旭,谢彦麒,,True,3,272,Bronze,,-11,,,+(17),,-7,,,+1(51),+(184),,
150,97,武汉纺织大学,武纺3队,孔浩杰,费文伟,谢飞,张自力,,True,3,282,Bronze,,-1,,,+(24),,-1,,,+(82),+(176),,
,,江苏省常州高级中学,省常中三队,陈佳雨,蒋成栋,王晓睿,曹文,,False,3,283,,,-3,,,+2(22),,+(151),,,+1(50),,,
151,98,重庆大学,WA的速度是每秒五十次,喻言,周骁坤,杨展途,李佳,,True,3,283,Bronze,,,,,+(22),,-5,,,+(70),+(191),,-3
152,,中国科学技术大学,我...从来没觉得打比赛能AC过,栾峻岩,娄彦轩,陈天添,孙广中,,True,3,288,Bronze,,+(128),,,+2(33),,-1,,,+(87),-11,,
153,,中国民航大学,ACMer的奇妙外卡物语,葛朋林,刘俊杰,罗霄鹏,范龙飞,,True,3,291,Bronze,,-1,,,+(18),,,,,+(91),+(182),,
154,,西安交通大学,写都写了，交一发吧,贺睿杰,杨一帆,周品良,王龙翔,,True,3,291,Bronze,,+3(183),,,+(27),,-5,,,+(21),-2,,-4
155,99,中南大学,塞尔达真好玩,高显堤,李奕儒,杜泊西,刘熙尧,,True,3,293,Bronze,,-5,,,+1(25),,+(192),,,+(56),-2,,
156,100,湖南师范大学,咕噜咕噜哇啦哇啦波奇波奇,王雨清,高嘉鑫,董爵硕,罗迅,,True,3,300,Bronze,,-4,,,+1(16),,,,,+(59),+(205),-1,
157,101,扬州大学,柚子醋蒸虾头,蒋蠡,余兴正,宋世荣,徐晓华,,True,3,303,Bronze,,,,-1,+(21),,,,,+1(74),+2(148),,
158,,哈尔滨理工大学,哈理工03-2队NJ,林如愿,薛皓元,黄忆杭,金恩海,,True,3,306,Bronze,,,,,+(18),,-2,,,+(96),+(192),,
159,102,西南科技大学,大山里的动物朋友,姚斌,唐浩展,孙东洋,杨春明,,True,3,306,Bronze,,,,,+(15),,-8,,,+(47),+2(204),,
160,103,香港中文大学（深圳）,啥都不会队,江璘鋆,张力文,林宇凡,方一向,,True,3,311,Bronze,,-1,,,+(26),,+1(149),,,+1(96),-4,,
161,104,北京建筑大学,只刷某扣,朱智睿,张禾,王弘毅,钱丽萍,,True,3,311,Bronze,,-1,,,+(11),,-51,,,+2(42),+2(178),,
162,105,常州大学,三个绿名,王成晨,许晨辉,庄季旭,林逸峰,,True,3,312,Bronze,,,,,+1(45),,-5,,,+(68),+(179),,
163,106,湖南工业大学,断桥下听雨落,杨泰,林思,肖明阳,彭成,,True,3,314,Bronze,,-1,,,+1(31),,-3,,,+(88),+1(155),,
164,107,四川大学,来计院只为夺金,钟诚,刘泽勋,张麒豫,左劼,,True,3,324,Bronze,,,,,+(18),,-6,,,+2(63),+2(163),,
165,,南京信息工程大学,随机做题,刘城垚,李鸿硕,丁诚诚,郑关胜,,True,3,326,Bronze,,,,,+(25),,-3,,,+(66),+2(195),,
166,108,南通大学,纷乱头脑,陆玺州,李梓鸣,赵力岩,陈翔,,True,3,326,Bronze,,-2,,,+(14),,-2,,,+(58),+(254),,
167,,深圳大学,SZU_SUZ_ZUS_ZSU_USZ_UZS,李晗,徐嘉哲,李子炫,秦建斌,,True,3,331,Bronze,,,,,+1(32),,-5,,,+1(63),+(196),-1,
168,109,南京工业大学,我太想进步了,叶劭伟,钱致宁,杨苏陇,刘斌,,True,3,333,Bronze,,+1(248),,,+(14),,,,,+(51),-6,,
169,110,河南大学,風,魏文博,李锦辉,朱德良,王建林,,True,3,336,Bronze,,,,,+(14),,-10,,,+3(120),+(142),,
170,111,浙江农林大学,不拿牌就不能守护你，拿起牌就不能拥抱你,黄炫榕,王啸洋,任益超,王国英,,True,3,340,Bronze,,-2,,,+1(36),,-5,,,+(67),+3(157),,
171,112,苏州工学院,成为无业游民前的最后一舞,顾家豪,王凌云,戈心宇,聂盼红,,True,3,342,Bronze,,,,,+1(24),,-2,,,+(57),+(241),,
172,113,合肥大学,甘！文！！崔！！！,钟健,许志航,桑长安,王晓峰,,True,3,343,Bronze,,,,,+1(44),,-5,,,+(92),+2(147),,
173,114,浙江科技大学,这是你起的名字吗,胡仕豪,胡大帅,郑双,琚洁慧,,True,3,343,Bronze,,,,,+(15),,-1,,,+(87),+1(221),,
174,,上海理工大学,301兆亿的星空,姚陆涵茗,刘斌然,孙乐彦,周春樵,,True,3,343,Bronze,,-4,,,+(19),,+3(223),,,+(41),-7,,
175,115,桂林电子科技大学,无名之辈,林镔壕,张蓝天,陈星宇,王子民,,True,3,344,Bronze,,-2,,,+1(107),,-9,,,+1(68),+(129),,
176,116,郑州大学,历史为什么选择了黄前久美子,罗飞云,彭俊儒,曹建壮,吴云鹏,,True,3,344,Bronze,,-1,,,+(16),,+1(245),,,+1(43),-15,,
177,117,浙江工商大学,倚星折月,陈晨,干凯洁,龚嘉瑶,胡毓励,,True,3,346,Bronze,,-1,,,+1(38),,,,,+(65),+2(183),,
178,,香港中文大學,放學後飲茶時間,翁澤輝,左正楠,杜景滔,麥偉豪,,True,3,348,Bronze,,-2,,,+(21),,-4,,,+3(52),+3(155),,
179,118,西南交通大学,公主殿下护卫队,郭欣森,毛锦阳,陈凯南,喻琇瑛,,True,3,350,Bronze,,-6,,,+(15),,-1,,,+1(83),+1(212),,
180,,河海大学,25时、在XCPC打铁,张天浩,杜泽恩,李金涛,张雪洁,,True,3,355,Bronze,,-3,,,+1(23),,,,,+(92),+(220),,
181,,浙大城市学院,阿库塞尔最强超绝圣剑美少女谢谢你爱丽丝,项天聪,杨烨锋,张宸赫,柯海丰,,True,3,359,Bronze,,,,,+(18),,-4,,,+1(78),+2(203),,
182,119,西南大学,SWU_Mygo,盛明睿,韩清泉,游斯惟,韩先锋,,True,3,361,Bronze,,-3,,,+(23),,,,,+(78),+1(240),,
183,120,无锡学院,WXU_Excalibur,钟思旋,韩顺,王圣,刘伟,,True,3,362,Bronze,,-3,,,+(14),,-3,,,+(48),+1(280),,
184,121,中国传媒大学,开演,陈旻庚,朱霁,叶阳,杨丽芳,,True,3,363,Bronze,-1,+(298),,,+(15),,-4,,,+(50),,,
185,122,中国农业大学,沙威玛传奇,李晗,季楷翔,马铭浩,马钦,,True,3,364,Bronze,,-5,,,+(22),,,,,+(56),+2(246),,
186,123,福建理工大学,AC：从Debug到Accept开始的XCPC生活,周俊杰,郑少豪,颜嘉民,许雪林,,True,3,365,Bronze,,-7,,,+2(31),,-2,,,+2(143),+(111),,
187,,西安电子科技大学,醉里挑灯看键,俞凯嘉,陈俊睿,洪龙颖,杨力,,True,3,371,Bronze,,,,,+(15),,-8,,,+(40),+3(256),,
188,,南京理工大学,猫猫头想吃鱼,查怡安,徐菲阳,陈文轩,余立功,,True,3,380,Bronze,,-1,,,+(12),,-1,,,+(95),+1(253),,
189,124,西安邮电大学,中二病不想谈恋爱,石宇,薛昊坤,武奕源,孟伟君,,True,3,383,Bronze,,,,,+1(28),,-4,,,+(128),+(207),,
190,,吉林大学,砖打林鸡,陈鹏旭,王天泽,王宗凡,刘淼,,True,3,384,Bronze,,-2,,,+(11),,+3(274),,,+(39),-3,,
191,,浙江理工大学,汪汪队不立功,裘雨彤,陈钢,上官福诚,叶海荣,,True,3,386,Bronze,,-2,,,+1(32),,,,,+(76),+2(218),,
192,125,南京农业大学,没有人比我更懂AC,黄子琰,张博轩,魏尧选,车建华,,True,3,387,Bronze,,,,,+(22),,-2,,,+(72),+(293),,
193,126,齐鲁工业大学,还没到六点，早安你个头,杨梓睿,张宸维,国展源,鹿文鹏,,True,3,394,Bronze,,,,,+(17),,-2,,,+(46),+3(271),,
194,,国防科技大学,Jasmine,杨淇斌,王俊博,尤炜豪,张元良,,True,3,395,Bronze,,-1,,,+1(43),,-3,,,+(104),+1(208),,
195,127,云南大学,YNUER-ICPC,周志昊,高凌豪,崔耀,刘金卓,,True,3,398,Bronze,,-2,,,+(14),,,,,+(50),+3(274),,
196,128,浙大宁波理工学院,猫猫队睡大觉,陈泽楷,吴承丞,戴柯求,郭新友,,True,3,404,Bronze,,+2(287),,,+(18),,,,,+(59),-5,,
197,,中国科学院大学,加州大学早八分校,唐嘉良,陈凝香,许晋升,孙晓明,,True,3,406,Bronze,,-2,,,+1(48),,,,,+1(181),+1(117),,
198,129,华东交通大学,真的想不到队名了,涂传俊,章瑜华,张文乾,周娟,,True,3,406,Bronze,,-1,,,+2(36),,-11,,,+(66),+2(224),,
199,130,南开大学,退休养老,刘诺铭,陈冠修,袁熙 ,刘晓光,,True,3,409,Honorable,,-3,,,+(18),,-6,,,+(65),+4(246),,
200,,北京师范大学,帅到师妹失眠狗,傅俊林,颜方志,罗一粟,徐鹏飞,,True,3,412,Honorable,,,,,+(32),,-5,,,+1(69),+2(251),,
201,,西北工业大学,奥恩,杜鑫怡,黄煜,刘锦奇,刘君瑞,,True,3,415,Honorable,,,,,+(50),,-1,,,+2(115),+(210),,
202,131,湖南理工学院,打个表先,唐天华,费峥宇,周旭,李文彬,,True,3,415,Honorable,,-7,,,+(14),,,,,+1(82),+1(279),,
203,132,天津工业大学,你有什么头猪吗？,应嘉宇,郭梦贞,赵艺稞,任淑霞,,True,3,416,Honorable,,,,,+2(43),,+1(250),,,+(63),,,-4
204,133,厦门大学,我是取名困难症,彭泽喜,王业盛,何后天,林文水,,True,3,427,Honorable,,-2,,,+(12),,,,,+1(112),+2(243),,
205,,南京信息工程大学,Accept做得到吗,张泾玮,赵彬宏,田轹文,郑关胜,,True,3,431,Honorable,,,,,+1(23),,,,,+(74),+3(254),,
206,134,北京科技大学,队友十年单身换区域赛银牌,韩海闻,张顺,彭心雨,洪源,,True,3,433,Honorable,,,,,+(27),,-2,,,+1(94),+1(272),,
207,,上海大学,黑代码：悟昂,郭懿涵,赵文宇,陈亦善,李卫民,,True,3,440,Honorable,,-2,,,+(41),,,,,+(123),+(276),,
208,135,武汉理工大学,空置幻想,李晨,俞烨宸,李意峰,廖明习,,True,3,444,Honorable,,-4,,,+(29),,-1,,,+1(55),+3(280),,
209,,南京邮电大学,AK的芙莉莲,熊鼎,耿嘉泽,杨珈懿,陈志,,True,3,445,Honorable,,,,,+1(23),,-4,,,+1(109),+2(233),,
210,,北京理工大学,你们可以抽象，但是别太抽象,蒋济遥,陈奕帆,刘济尧,史继筠,,True,3,446,Honorable,,,,,+1(30),,,,,+(90),+4(226),,
211,,厦门大学,暗黑影色舞,谢舜天,季裕杰,杨晟明,林文水,,True,3,447,Honorable,-4,,,,+2(59),,-4,,,+2(57),+2(211),,
212,,新疆大学,奇迹与你,古恩豪,黄梓峰,张志诚,田生伟,,True,3,447,Honorable,,-2,,,+(17),,,,,+1(141),+(269),,
213,,浙江师范大学,唐宋元每个都沾,赵欣雨,沈佳乐,金涵博,叶荣华,,True,3,452,Honorable,,,,,+(24),,+1(287),,,+(121),-3,,
214,,天津大学,T_T,王嘉晨,郑海明,张翔智,于瑞国,,True,3,453,Honorable,,-1,,,+(29),,,,,+(86),+3(278),,
215,,华东师范大学,行则将至,杜霖,张潮,王江扬,肖春芸,,True,3,459,Honorable,,,,,+(22),,+4(296),,,+(61),,,
216,136,河南农业大学,我怀疑我们中出了一个奶龙,许博文,张鹏举,王浩宇,尚俊平,,True,3,460,Honorable,,,,,+(15),,-4,,,+3(136),+(249),,
217,,武汉理工大学,靠两位大爹带,张云迪,郭征威,陈涛,赵冬冬,,True,3,463,Honorable,,,,,+2(56),,-6,,,+2(128),+(199),,
218,137,贵州大学,给你三次机会推倒我,高嘉阳,傅锦灿,曾德鑫,徐晶,,True,3,463,Honorable,,,,,+2(41),,,,,+2(114),+1(208),,
219,138,中国石油大学（华东）,中石大2021,苏奕洲,张华硕,孙至锴,张学辉,,True,3,464,Honorable,,,,,+(35),,-2,,,+1(82),+2(287),,
220,139,华中农业大学,卡题的时候在干什么？有想法吗？可以AC吗？,苏森阳,王敬淞,邵晨曦,章英,,True,3,466,Honorable,,,,,+1(22),,+4(272),,,+(72),,,
221,140,南京邮电大学通达学院,最好的结局,陈天意,杨有成,杨雷,梁雅丽,,True,3,476,Honorable,,,,,+1(33),,-5,,,+(106),+4(237),,
222,,中国石油大学（华东）,中石大1969,赵茁壮,袁伟豪,蒋砚池,张学辉,,True,3,479,Honorable,,,,,+2(48),,,,,+(120),+1(251),,
223,141,北方工业大学,寒春知梦,黄梨宸,程鹏,邵奕涵,李源,,True,3,496,Honorable,,,,,+2(31),,-2,,,+(85),+4(260),,
224,142,山东大学（威海）,重生之我是明日方舟设计师,温泽林,陈汶泽,赵禹权,孔晓明,,True,3,503,Honorable,,,,,+1(77),,-3,,,+1(102),+1(264),,
225,143,中国矿业大学,矿兵出击,杨骐玮,卜炜珏,赵际云,毕方明,,True,3,511,Honorable,,-1,,,+2(50),,-4,,,+(118),+1(283),,
226,144,江西师范大学,蚌麻乐典孝急,章文浩,张正航,杨旭,曾雪强,,True,3,515,Honorable,,,,,+1(29),,,,,+2(120),+1(286),,
227,145,中国海洋大学,错误没有答案,冯钰恒,张成玺,陈岳阳,刘培顺,,True,3,516,Honorable,,,,,+1(25),,+1(273),,,+3(118),-3,,
228,146,徐州工程学院,两江一十三府种田佬,陈光雨,尹基胜,夏晨龙,鞠训光,,True,3,539,Honorable,,,,,+3(111),,-1,,,+2(106),+2(182),,
229,147,广西大学,憧憬成为原神高手,张健明,高健宁,陶康,詹锋,,True,3,545,Honorable,,,,,+2(19),,-2,,,+2(176),+2(230),,
230,148,江西财经大学,彩虹海,喻琰,肖丛宇,周政,陈爱国,,True,3,546,Honorable,,,,,+3(44),,-1,,,+1(119),+3(243),,
231,,河海大学,824赛博霍金肘击电子东雪莲0721次,徐子俊,罗誉,林煜斌,朱云,,True,3,552,Honorable,,-2,,,+1(71),,,,,+1(126),+3(255),,
232,,香港科技大学广州,科广汪汪汪,刘博文,吴星智,梁君豪,熊辉,,True,3,560,Honorable,,-1,,,+1(21),,-7,,,+2(169),+2(270),,
233,,大连海事大学,慎终如始,张文豪,曹永琦,李岳衡,曹志英,,True,3,564,Honorable,,,,,+1(47),,-4,,,+1(169),+2(268),,
234,149,嘉应学院,爱是最强自在法,钟棋宇,罗祉茗,宋子超,陈生庆,,True,3,567,Honorable,,-3,,,+1(26),,,,,+2(213),+1(248),,
,,南京大学,苏州梅友机场T1航站楼,于啸洋,马嘉骏,张铭恺,林竹,,False,3,605,,,-1,,,+1(40),,,,,+4(264),+(201),,
235,150,东北林业大学,战术AC系统上线,兰若峰,刘澎,孙晟棋,陈宇,,True,3,608,Honorable,,,,,+2(50),,-1,,,+(102),+7(276),,
236,,武汉大学,AAA铁牌代打,苌子杰,毛一凡,王舒睿,董文永,,True,3,635,Honorable,,-3,,,+1(54),,+4(260),,,+3(161),,,
237,151,华南师范大学,ahafan,李梓健,蔡润钦,古嘉诚,梁军,,True,3,666,Honorable,,-5,,,+(16),,+14(272),,,+(98),-10,,
238,,大连理工大学,我将点燃大海,金晟,时佳骏,蒋佳炀,梁冰,,True,3,692,Honorable,,-5,,,+2(23),,,,,+4(245),+2(264),,
239,,哈尔滨工业大学（深圳）,我在ICPC不响丸辣,陈畅霖,冯炀,李启源,何道敬,,True,3,821,Honorable,,-1,,,+9(207),,,,,+(136),+(298),,
240,152,浙江财经大学,压缩猫巾,陈凯煜,桑汉成,唐俊杰,陈琰宏,,True,2,57,Honorable,,,,,+(11),,-10,,,+(46),-2,,
241,153,苏州大学,WA了十发后终于TLE了,黎子卿,成嘉益,田浦汛,赵雷,,True,2,72,Honorable,,,,,+(21),,,,,+(51),,,
242,,长沙理工大学,深藏不露,郭展宏,成捷,曾培翔,邓泽林,,True,2,73,Honorable,,-3,,,+(26),-7,,,,+(47),-6,,
243,154,南方科技大学,南方科技大学-摩拉维亚,刘睿涵,王海粼,李佳霖,唐博,,True,2,73,Honorable,,-2,,,+(15),,,,,+(58),-5,-2,-4
244,155,湖南城市学院,"晚安,诗音",李柯潘,陈佳辉,张文杰,廖枝平,,True,2,76,Honorable,,-2,,,+(22),,,,,+(54),-1,,
245,156,北京林业大学,皓腕凝霜雪,蔡优,管穗京,梅涵,徐艳艳,,True,2,83,Honorable,,,,,+(17),,,,,+(66),-6,,
246,,华南师范大学,江南行者,熊铮煌,李建新,陈育瀚 ,梁军,,True,2,91,Honorable,,,,,+(14),,-1,,,+(77),-2,,
247,,重庆大学,从大三开始打铁的XCPC生活,刘家齐,王灿,李欣悦,李佳,,True,2,93,Honorable,,-1,,,+(32),,,,,+(61),-4,,
248,157,山西大学,睡教信徒,谢千一,贺文杰,刘啸坤,高嘉伟,,True,2,99,Honorable,,-4,,,+1(28),,-3,,,+(51),-2,,
249,158,南京工程学院,NJIT_13队_未闻狼名,丁昊,张诺言,崔东靖,霍瑛,,True,2,100,Honorable,,,,,+(14),,,,,+(86),-8,,
250,159,武汉工程大学,你能和我组队打一辈子xcpc吗？,高士博,徐明洋,徐洋,陈灯,,True,2,102,Honorable,,,,,+(23),,,,,+1(59),-6,,
251,,江苏大学,铁牌也是牌,周文杰,杨皓煜,沙先银,潘雨青,,True,2,104,Honorable,,,,,+(18),,-2,,,+(86),-1,,
252,160,河南理工大学,心平气和,郑永奇,郭浩楠,丁彦飞,王建芳,,True,2,107,Honorable,,-3,,,+(24),,,,,+(83),-3,,
253,161,安阳工学院,让我AC好不好,刘浩楠,张浩祥,李自豪,王瑞平,,True,2,108,Honorable,,,,,+(29),,,,,+(79),-4,,
254,,香港中文大學,香港電視,張譯丰,Nguyen Le Thanh Nguyen,Thanapon Maiseaumsook,麥偉豪,,True,2,109,Honorable,,-6,,,+(13),-1,,,,+1(76),-2,,
255,162,内蒙古大学,铁匠,张琦,许书豪,茌心宇,崔波,,True,2,110,Honorable,,,,,+2(19),,-5,,,+(51),-3,,
256,163,安徽大学,罚时冠军,周礼阳,张允成,高源,李春春,,True,2,112,Honorable,,-2,,,+(14),,,,,+1(78),-2,-3,
257,164,东北师范大学,巴别塔,项赞宇,贺金龙,齐进帅,罗娜,,True,2,115,Honorable,,,,,+(18),,,,,+1(77),-7,,
258,165,北京工业大学,铁牌也是牌,李俊良,张驰,冯际鸣,高红雨,,True,2,121,Honorable,,,,,+(22),,-9,,,+1(79),-2,-1,
259,,南开大学,对他使用dijkstra吧,冯宇好,杨澍,廖望,刘晓光,,True,2,124,Honorable,,,,,+1(38),,-2,,,+(66),,,
260,166,南昌航空大学,鷐鸚庄园无对手,林培豪,曾钦文,付海清,吴博,,True,2,125,Honorable,,,,,+(37),,,,,+(88),,,
261,167,西安理工大学,神秘的力量,金钰奇,贾成杰,邹乐凡,柳宇,,True,2,126,Honorable,,-4,,,+(18),,-7,,,+1(88),-1,,
262,,华中科技大学,诗羽 花花 Corinth,沈明辉,冯元宁,李佩远,何琨,,True,2,134,Honorable,,-3,,,+(22),,,,,+(112),-2,,
263,,中南大学,新建文件夹,吴让尧,李佑唐,王冠楠,冯启龙,,True,2,135,Honorable,,,,,+1(40),,,,,+(75),,,
264,168,山东理工大学,无敌暴龙,牛嘉鑫,刘述开,周鵬,曲志坚,,True,2,135,Honorable,,-1,,,+(23),,,,,+(112),-2,,
265,169,暨南大学,让三追梦,曾琪瑶,马子凯,王睿鑫,蔡秋雯,,True,2,141,Honorable,,,,,+1(18),,,,,+1(83),-1,,
266,,哈尔滨工业大学（威海）,一路顺風,许展翔,禚周浩然,焦浩清,董开坤,,True,2,145,Honorable,,,,,+(29),,-5,,,+1(96),,,
267,,杭州师范大学,我想想,葛宇逍,吴睿萱,鲁安鹏,单振宇,,True,2,146,Honorable,,,,,+1(22),,,,,+1(84),-4,,
268,,东南大学,汪汪队,李睿佳,吴思源,崔家骏,倪庆剑,,True,2,148,Honorable,,-5,,,+2(29),,-1,,,+(79),,,
269,,山东大学,你有这样高速运转的机械进入软件园,孙语聪,孟令铠,燕学烨,鹿旭东,,True,2,149,Honorable,,-2,,,+1(24),,,,,+2(65),-5,,
270,170,香港城市大学（东莞）,让我们说中文！欢迎来到ICPC的世界，准备好成为ICPC传奇了吗？,郭旺乐,袁庚麒,唐朝,李闽溟,,True,2,151,Honorable,,-3,,,+1(21),,,,,+(110),,-3,
271,171,北华大学,always wrong answer,叶鑫楠,成鲜微,张珈铭,鲁静轩,,True,2,156,Honorable,,-6,,,+2(42),,-2,,,+(74),-7,,
272,,杭州电子科技大学,杭电11队,成家康,刘翔,袁宇轩,刘春英,,True,2,159,Honorable,,,,,+1(46),,-2,,,+(93),,,
273,172,中国计量大学,队名？猫猫肯定有灵感,何劭弘,刘子杭,张民权,陈晓竹,,True,2,160,Honorable,,-4,,,+1(27),,,,,+1(93),,,
274,,中国科学技术大学,Team114514 ,王俊又,方致远,彭予乐,孙广中,,True,2,163,Honorable,,,,,+(26),,-2,,,+2(97),,,
275,173,长安大学,震惊长安第114514拳,李亦阳,蒙禹龙,原理畅,荆树旭,,True,2,163,Honorable,,-6,,,+1(30),,,,,+(113),-8,,
276,,哈尔滨工业大学（威海）,寒冰屏障,刘锦标,盛凯,陈启蔚,董开坤,,True,2,164,Honorable,,,,,+(33),,,,,+1(111),-7,,
277,174,鲁东大学,燎原,杨荫洲,吕方伟,刘春蒲,张小峰,,True,2,165,Honorable,,,,,+(17),,,,,+2(108),-5,,
278,,南京理工大学,八奈猫猫头,刘志豪,赵曰程,仇星博,余立功,,True,2,167,Honorable,,,,,+(19),,-4,,,+1(128),-4,,
279,175,上海海洋大学,无论梦想还是希望都可以尽管贪心,胡奕晖,周子恒,安顺臻,于庆梅,,True,2,168,Honorable,,-1,,,+1(50),,-7,,,+1(78),,,
280,176,山东师范大学,零元组,王尧,张凤来,高天生,李圣涛,,True,2,168,Honorable,,,,,+1(17),,,,,+1(111),-8,,
281,,宁波大学,Nullpo?Ga!,陈一波,胡健山,严齐航,陈叶芳,,True,2,169,Honorable,,,,,+1(16),,-8,,,+1(113),,,
282,,杭州师范大学,再想想特判？,周奕,江宇帆,戴子晟,单振宇,,True,2,171,Honorable,,-1,,,+(21),,,,,+(150),,,
283,177,中南民族大学,昨天被猫吵的一晚上没睡着，困,项升辉,高俊杰,刘时胜,李作主,,True,2,177,Honorable,,,,,+1(31),,-3,,,+2(86),-3,,
284,178,南昌大学,三下五除二,何家欢,刘学麟,杨喆,于海雯,,True,2,178,Honorable,,,,,+(23),,-7,,,+(155),,,
285,,西北工业大学,牛战士的AK之梦,黄知远,欧阳家杰,吕昊临,刘君瑞,,True,2,179,Honorable,,-4,,,+1(41),,-5,,,+1(98),-4,,
286,179,重庆邮电大学,撒卡班龙鱼,黄柯,朱烨彬,罗俊麟,雷大江,,True,2,185,Honorable,,-2,,,+(14),,,,,+1(151),,,
287,180,华侨大学,河出伏流,鄭創基,黄向杰,吴传虎,罗伟,,True,2,187,Honorable,,-2,,,+1(79),,-3,,,+1(68),-1,,
288,,上海大学,我来助你！,焦艺峰,张静雯,刘聿承,沈俊,,True,2,189,Honorable,,,,,+2(45),,,,,+(104),-4,,
289,181,海南大学,半个南极人,胡瑞一,蔡佳城,毛行轩,黎才茂,,True,2,190,Honorable,,-3,,,+(32),,-6,,,+1(138),,,
290,182,上海财经大学,尼采说得队,陶晟昱,陈嘉,竺钱成,郭子超,,True,2,191,Honorable,,-2,,,+1(36),,,,,+(135),,,
291,183,江西农业大学,我已亭亭，不忧亦不惧,陈烨,闫卡特,江柏霖,钟表,,True,2,191,Honorable,,-5,,,+(14),,,,,+1(157),-3,,
292,,南京邮电大学,WA足180发,李佳灿,李治成,阚文博,陈志,,True,2,193,Honorable,,,,,+(24),,-1,,,+2(129),,,
293,,四川大学,前世爱吃TLE的我，如今转生4K分TLEourist,王枭越,李浩,曾灵杰,左劼,,True,2,196,Honorable,,,,,+1(25),,-7,,,+2(111),-5,,
294,184,山东科技大学,占星者号,王浩轩,于永晨,李庆拓,吴振寰,,True,2,197,Honorable,,,,,+2(32),,-4,,,+1(105),-1,,
295,185,天津理工大学,天理兴，冰冰王！,成冰阳,李蒙海,赵海洋,张洪豪,,True,2,200,Honorable,,,,,+(27),,,,,+(173),-1,,
296,186,南京师范大学,你这个人，满脑子都是AC呢,陆昊宇,季润民,徐耀,王琼,,True,2,203,Honorable,-1,-1,-1,-81,+(11),-1,-3,-1,-1,+3(132),-1,-1,-56
297,187,太原理工大学,我有一个绝妙的算法，但空白处太少，我写不下,许星宇,荀思杰,宋宇臣,廉涛,,True,2,208,Honorable,,-5,,,+3(38),,-3,,,+1(90),,,
298,,中国传媒大学,重生帝女之我在定福庄二小附属大学,蔡奕麟,王梓涵,白小杨,杨丽芳,,True,2,214,Honorable,,,,,+(22),,-1,,,+1(172),-2,,
299,,重庆邮电大学,能不能交一次就对,汪涛,汪炜杰,孔剑彬,谢竞博,,True,2,224,Honorable,,,,,+2(38),,,,,+2(106),-4,,
300,,东北大学,编程厨房,孙祥坤,张天一,卢逸衡,刘小锋,,True,2,226,Honorable,,-10,,,+1(35),,,,,+2(131),,,
301,,杭州电子科技大学,杭电6队,张劭晗,阮虹涛,陈煜,刘春英,,True,2,226,Honorable,,,,,+(10),,-4,,,+4(136),-6,,
302,,杭州师范大学,臣妾要告发孙答应私通,薛博文,王科然,徐鑫懿,单振宇,,True,2,236,Honorable,,-3,,,+3(45),,,,,+(131),-1,,
303,188,温州大学,温大二十一队,张宇濠,毛烨超,韦乾平,胡明晓,,True,2,237,Honorable,,-4,,,+1(44),,,,,+1(153),,,
,,洛谷科技,打铁还需洛谷硬,王钰博,商铭朗,刘浙闽,汪楚奇,,False,2,241,,,-3,-1,,+1(22),,,,,+4(119),-10,,
304,189,南京理工大学泰州科技学院,败犬acmer太多了,马宇乐,张兆洋,王超奇,李丛,,True,2,246,Honorable,,,,,+(22),,,,,+2(184),,,
305,190,浙江广厦建设职业技术大学,让队友AC吧，我什么都会做的,陈硕,黄燊锐,陈斌,陆东城,,True,2,249,Honorable,,,,,+3(69),,,,,+(120),-5,,
306,,河海大学,理塘王吃满0721次罚时后原神启动了,张紫轩,钱子恒 ,李昱泓,张雪洁,,True,2,249,Honorable,,,,,+3(55),,,,,+(134),-2,,
