Rank,School Rank,School,Team Name,Member1,Member2,Member3,Coach,Girl,Official,Solved,Penalty,Medal,A,B,C,D,E,F,G,H,I,J,K,L,M
,,Shenzhen University of Advanced Technology,Combustion meteorite,Xinyue Tang,Jiarui Cheng,Haojie Sun,Jintao Meng(Coach),,False,2,516,,-2,,+(59),,,-1,,,,,+9(277),,
,,北京师范大学香港浸会大学联合国际学院,"icpc, what can i say？",Deyu Cai,Fangbo Ni,Luyao Lyu,Jiaxing Chen(Coach),,False,2,548,,-1,-1,+1(24),-1,-1,-1,-1,-1,,,+13(244),-1,
128,98,上海海事大学,"sry bro, I feel horribly strong right now.",沈彦君,孙瑞熙,李海涵,Weixiang Zhou(Coach),,True,2,651,Honorable,-1,,+(17),,,-1,,-1,,,+18(274),-1,
129,99,澳门大学,icy_firefly,席跃,高淼悦,麦家俊,Ye Wang(Coach),,True,1,10,Honorable,,,+(10),,,-1,,,,,-11,-1,
130,,上海海事大学,You always only think about yourself!,陈立元,常缪洋,郑天罡,Weixiang Zhou(Coach),,True,1,15,Honorable,,,+(15),,,-3,,,,,-7,-1,
131,,澳门大学,Black Myth: Wu Neng,Xintao Wang,YANGSHEN PAN,NGOU HIN CHEANG,Ye Wang(Coach),,True,1,16,Honorable,,,+(16),,,,,,,,-20,-2,
132,100,安徽大学,Too Young Too Simple,赵靖齐,成智炜,李子涵,Jian Zhou(Coach),,True,1,17,Honorable,,,+(17),,-1,,,-4,,,-2,,
133,101,北京师范大学,GODDOG,宋泰霖,Pengfei Xu(Coach),,,,True,1,18,Honorable,,,+(18),,,,,-2,,,-9,,
134,102,广东工业大学揭阳校区,GDUTJY_EndlBand,林杰钗,刘子恒,莫子桦,Hongshu Li(Coach),,True,1,19,Honorable,,-1,+(19),,,,,,,,-5,,
135,103,广东医科大学,CodeCrushers,祝若麟,卢宇洋,何阳,wu yingjiang(Coach),,True,1,27,Honorable,,,+(27),,,,,,,,-5,,
136,104,Guangdong Technology College,reverse,罗淇,黄泽鑫,李益锋,Yali Shao(Coach),,True,1,27,Honorable,,,+(27),,,,,,,,-6,,
137,,苏州工学院,537 so cute,李天申,周冯希,陆苏皖,Panhong Nie(Coach),,True,1,28,Honorable,,,+(28),,,,,,,,-13,,
138,105,宜春学院,Running on test2,胡帅,施硕,万昭玮,LiLan Lei(Coach),,True,1,28,Honorable,,,+(28),,,,,,,,-7,,
139,106,广州软件学院,Fight the tiger tonight,赵晋诺,叶俊贤,黄智源,Jianqiang Chen(Coach),,True,1,29,Honorable,,,+(29),,,,,,,,-3,,
140,107,Hubei University of Economics,VGod is coming,郑奥,余章广,吴子维,Gang Zhou(Coach),,True,1,30,Honorable,,,+(30),,,,,-4,,,-2,,
141,,宁波工程学院,but look at the time!,叶德坚,郑坚淳,陈南丞,Jianghua Xuan(Coach),,True,1,32,Honorable,,,+(32),,,,,,,,-5,,
142,108,香港浸会大学,Teletubbies,印无忧,张旭景,姜蒙,Xin Huang(Coach),,True,1,38,Honorable,,,+1(18),,,,,,,,-4,,
143,109,蒙古科技大学,sict3,Munkhbagana Munkhtur,Boldbaatar Galsanjamts,Davkharbayar Nemekhbayar,Khuder Altangerel(Coach),,True,1,43,Honorable,,,+(43),,,,,,,,-11,,
144,110,西南大学,AC the example,江嘉杰,邓一,雷昕语,Xian-Feng Han(Coach),,True,1,45,Honorable,,,+(45),,,,,,,,-8,,
145,111,Jiangsu Ocean University,"good good study,day day up!",房鸿铭,马迪,Ji ZhaoHui(Coach),,,True,1,46,Honorable,,,+(46),,,,,,,,-6,,
146,112,Shanghai Jian Qiao University,qjitna,林子航,周羽杰,付豪,chuanjie lin(Coach),,True,1,51,Honorable,,,+1(31),,,,,,,,-1,,
147,113,重庆交通大学,"If I get a medal, she'll come back to me",杨卡达,陈俊曦,王敬,GuiPing Wang(Coach),,True,1,59,Honorable,,,+1(39),,,,,,,,-5,,
148,114,Shanghai Lixin University of Accounting and Finance,A Two-Day Trip to Hong Kong,Yujie Luo,Boyu Lu,Tong Su(Coach),,,True,1,125,Honorable,,,+1(105),,,,,,,,-10,,
149,115,澳门城市大学,perfectHansome,Mingxu Zhu,Muhan Hao,Fangyuan Jian,Sanshuai Cui(Coach),,True,1,149,Honorable,,,+2(109),,,,,,,,-3,,
