Rank,School Rank,School,Team Name,Member1,Member2,Member3,Coach,Girl,Official,Solved,Penalty,Medal,A,B,C,D,E,F,G,H,I,J,K,L,M
135,,武汉理工大学,曼波哈基米大战贤者三异鸟,周泽鹏,邢家童,孙晨奥,赵冬冬,,True,6,572,Bronze,,+4(65),+3(146),-1,+1(90),,,,+(72),+(6),+(31),,
136,87,广东外语外贸大学,Fe++,罗梓元,麦思睿,杜卓礼,郑琪,,True,6,575,Bronze,,+(69),+2(236),,+(76),,,,+(102),+(14),+(36),,
137,,福州大学,旅行的意义,陈宇,张子良,林伟豪,傅仰耿,,True,6,581,Bronze,,+(30),+2(178),-4,+(87),,,,+(94),+(39),+2(69),,
138,88,云南大学,YNUER-CCPC,周志昊,高凌豪,崔耀,刘金卓,,True,6,584,Bronze,,+(29),+4(265),-2,+(56),,,,+(108),+(6),+(36),,
139,89,湖南工学院,=188+182,陈翔,刘志毫,王江和,戴成秋,,True,6,592,Bronze,-2,+2(87),+(160),-1,+1(53),,,,+1(121),+(18),+(71),,
140,90,南华大学,NULLLLLLL,李柏顺,羊新旺,刘思凯,刘杰,,True,6,610,Bronze,,+2(62),+2(233),,+(82),,,,+(113),+(8),+(30),,
141,,郑州轻工业大学,思考细菌,陈浩,陈艺杰,陈显皓,张园园,,True,6,612,Bronze,,+1(52),+2(235),-1,+(76),,,,+(119),+1(9),+(38),,
142,,福州大学,除你网络,陈建宇,庄宇烽,杨云飞,傅仰耿,,True,6,614,Bronze,,+(16),+3(273),-3,+1(119),,,,+(68),+(10),+1(25),,
143,91,南昌理工学院,迷你世界大王(黑化蛋生蛋版),谢文灿,薛博豪,毛富豪,谢杰伟,,True,6,626,Bronze,,+2(30),+1(207),-5,+(96),,,,+(119),+1(34),+(59),-1,-1
144,,东北师范大学,巴别塔,项赞宇,齐进帅,贺金龙,王艺源,,True,6,627,Bronze,,+(29),+1(223),-3,+3(76),,,,+1(139),+(13),+(46),,
145,92,四川大学,来计院只为夺金,钟诚,张麒豫,刘泽勋,左劼,,True,6,629,Bronze,,+2(28),+8(229),-15,+(40),,,,+(65),+(20),+(45),,
146,,东北大学,东北大学_努力能力与未来,谢天石,黄宇帆,张佳栋,刘小锋,,True,6,638,Bronze,,+2(73),+(267),,+(112),,,,+(99),+(11),+(34),,
147,,郑州轻工业大学,最近公共祖先,王梓博,汪雨航,周琪翔,李晔,,True,6,647,Bronze,,+1(39),+(198),-7,+(110),,,,+1(142),+(50),+(64),,
148,93,东华理工大学,做不对的题，忘不掉的她,王继源,方鑫,程健,徐洪珍,,True,6,652,Bronze,,+(18),+2(292),,+(74),,,,+1(127),+(9),+1(49),,
149,94,湖南农业大学,狗go狗go狗狗go,李南翃,刘永康,李磊,乔波,,True,6,661,Bronze,,+(30),+4(253),-1,+2(60),,,,+(147),+(7),+(40),,
150,95,西安欧亚学院,略去过程QED,林川翔,刘家瑞,吴天乐,张文胜,,True,6,665,Bronze,,+(34),+(266),,+2(99),,,,+(153),+(13),+(58),,
151,96,合肥工业大学宣城校区,与移风易俗者同行,吉中原,冯舶钊,程龙廷,吕俊伟,,True,6,666,Bronze,,+(30),+4(264),-6,+1(86),,,,+(110),+(29),+(45),,
152,,合肥工业大学,漠北行舟,张力中,陈浩杰,葛嘉晨,徐本柱,,True,6,667,Bronze,,+(29),+3(208),-4,+1(123),,,,+(119),+(47),+(60),,
153,,广东工业大学,紫罗兰永恒花园,何其浚,叶冠锋,张越,孙宣东,,True,6,671,Bronze,-1,+(52),+2(208),-3,+1(103),,,,+1(144),+(15),+(66),,
154,,南方科技大学,南方科技大学-伊赫拉瓦,彭致远,徐晨熠,,唐博,,True,6,671,Bronze,,+(28),+1(219),-6,+4(180),,,,+(110),+(9),+(23),,
155,97,深圳大学,SZU_ohimesama,朱启荣,唐济宁,华浩名,秦建斌,,True,6,678,Bronze,,+2(68),+1(212),-7,+2(117),,,,+(134),+(11),+(33),,
156,98,西北工业大学,憧憬成为算法少女,甘云帆,刘雨萱,钟礼恩,刘君瑞,,True,6,686,Bronze,,+(14),+3(222),,+3(162),,,,+(117),+(17),+(33),,
157,,武汉大学,望春风,厉汪扬,解丛语,李澍,董文永,,True,6,686,Bronze,,+(39),+3(253),-2,+1(76),,,,+2(157),+(10),+(28),,
158,99,中南大学,我吃麦当劳,吕飞扬,马思博,何炳琨,余腊生,,True,6,690,Bronze,,+1(77),+8(283),-3,+(47),,,,+(64),+(16),+(21),,
159,100,东北农业大学,谁敢向我挑衅？区域赛专用高胜率起手已配,田毅,庄原,侯宇,李晓明,,True,6,691,Bronze,-2,+2(61),+(230),,+1(185),,,,+(104),+(6),+(41),,
160,101,南开大学,再来一把,刘诺铭,袁熙,曲恒睿,刘晓光,,True,6,701,Bronze,,+3(128),+2(218),-6,+1(86),,,,+(106),+(11),+(28),,
161,102,西安邮电大学,中二病不想谈恋爱,石宇,薛昊坤,武奕源,周元哲,,True,6,722,Bronze,,+(21),+3(292),,+2(122),,,,+(135),+(15),+(34),,
162,103,四川师范大学,就算是中二病也要谈恋爱,董军军,邓厚锐,梁敏聪,徐勇,,True,6,724,Bronze,,+(53),+5(285),,+1(78),,,,+(149),+(7),+(31),,
163,104,西南大学,西大暴龙队,蒋麟洲,孙舒源,刘益鸣,韩先锋,,True,6,726,Bronze,,+(37),+1(228),,+2(177),,,,+2(121),+(10),+(50),,
164,105,南昌航空大学,回档，再来一次,黄心磊,汤正泰,陈鹏,陈英,,True,6,732,Bronze,,+1(63),+2(221),-2,+(83),,,,+(155),+(30),+1(98),,
165,106,哈尔滨理工大学（威海）,Day-100,董建豪,董军豪,田军,李胜利,,True,6,732,Bronze,,+(24),+1(259),-17,+3(168),,,,+(113),+(8),+1(58),,
,,四川省成都市树德中学,牢OIer烧烤,严雨奇,谢刘浩,黄川懿,刘强,,False,6,740,,,+(49),+2(219),-7,+(66),,,,+2(229),+(14),+(79),,
,,重庆八中宏帆中学,天行者,周珺彧,王翌沣,康睿熹,张俊杰,,False,6,755,,,+(50),+1(245),-6,+3(95),,,,+2(140),+(32),+(69),,
166,107,郑州大学,你不笑，我笑,程申夫,郭易哲,刘开阳,吴云鹏,,True,6,762,Bronze,,+1(20),+1(248),,+2(117),,,,+4(171),+(15),+(29),,
167,108,哈尔滨理工大学,哈理工13队CQ,冉渝旭,刘名洋,李黛希,金恩海,,True,6,767,Bronze,,+1(58),+1(237),-2,+3(137),,,,+(155),+(15),+(63),,
168,109,成都信息工程大学,可我始终不及你的冰冷,季璨,王熙岚,秦朝超,黄健,,True,6,773,Honorable,-1,+4(57),+6(249),-11,+(85),,,,+(124),+(11),+(45),,
169,110,重庆交通大学,乌木威尔维恩耶尔吐温威乌温穆本欧萨斯,王墨,向鸿锐,陈星求,王桂平,,True,6,774,Honorable,,+3(54),+2(258),,+1(150),,,,+(112),+(12),+(66),,
170,111,中国计量大学,队名？猫猫肯定有灵感,何劭弘,刘子杭,张民权,闻育,,True,6,779,Honorable,,+(29),+2(222),,+2(155),,,,+2(156),+(39),+(54),,
171,,四川大学,安全三方计算,张逸涵,杨瑞,张翰辰,左劼,,True,6,786,Honorable,,+(24),+3(188),-5,+6(273),,,,+(81),+(10),+(28),,
172,112,重庆邮电大学,撒卡班龙鱼！,黄柯,朱烨彬,罗俊麟,谢竞博,,True,6,790,Honorable,,+(31),+8(282),-7,+2(92),,,,+(107),+(29),+(45),,
173,113,绍兴理工学院,绍立功,江亚君,陈佳俊,谢琳涵,唐晓平,,True,6,810,Honorable,+1(293),+4(126),-6,,+1(108),,,,+1(112),+(10),+(18),,
174,114,乐山师范学院,漫云征途,罗明杨,夏源泽,王业鑫,杨骏,,True,6,826,Honorable,,+4(39),+2(233),-1,+3(162),,,,+(110),+(9),+1(72),,
175,115,莆田学院,葡萄菜菜子,许城涛,赵佶鑫,李熔豪,林少宇,,True,6,834,Honorable,,+1(37),+6(294),,+2(71),,,,+3(134),+(12),+(44),,
176,116,惠州学院,出关的小白,孙昊,汤家健,江仰德,刘利,,True,6,838,Honorable,,+5(158),+1(261),,+1(164),,,,+(76),+(8),+(28),,
177,,四川大学,必胜的Alice会梦见珂朵莉树吗,王枭越,李浩,曾灵杰,左劼,,True,6,849,Honorable,,+2(55),+(237),,+2(108),,,,+2(283),+(10),+(33),,
178,,上海大学,队名有五字,田凯文,杨天浩,靳红飞,沈俊,,True,6,925,Honorable,-1,+(99),+3(187),,+3(266),,,,+2(124),+(19),+(67),,
179,117,井冈山大学,go批瓦批原批 金牌银牌打铁牌,王琼,陈柏伟,唐城颖,谭云兰,,True,6,939,Honorable,,+4(55),+5(247),-6,+4(237),,,,+(75),+(18),+(45),,
180,118,新疆大学,TQL,邱开崟,田野,刘宇轩,田生伟,,True,6,950,Honorable,-22,+3(53),+4(181),-1,+4(279),-1,-1,-1,+1(101),+(12),+1(61),-1,-1
181,119,长江大学,子曰有解,郑建斌,陈迪路,唐祎敏,白静盼,,True,6,960,Honorable,,+2(91),+4(237),-1,+3(185),,,,+(157),+(18),+(90),,
182,120,广州城市理工学院,O(n)排序,于广,曾振辉,莫国庆,韦婷,,True,6,980,Honorable,,+1(38),+2(260),,+1(144),,,,+1(100),+(19),+5(216),,
183,121,重庆城市科技学院,我听见了强运的回响,吴广平,姜欢,刘英凯,颜烨,,True,6,995,Honorable,,+1(123),+4(275),-7,+1(181),,,,+1(109),+(16),+(149),,
184,122,湖南理工学院,教练我想拿牌,郭烨铖,徐程,高天宇,李文彬,,True,6,1025,Honorable,,+1(72),+4(268),,+3(289),,,,+(180),+(15),+(37),,
185,123,成都东软学院,少帅飞机队,周志宏,徐佳杰,廖永东,田霖,,True,6,1284,Honorable,,+3(221),+7(297),,+1(279),,,,+(137),+(20),+(107),,
,,四川省成都市树德中学,直达塔顶,冯思齐,刘敏康,何昊阳,刘强,,False,6,1355,,-3,+5(55),+7(290),-7,+9(218),,,,+2(159),+(70),+(101),,
186,,湘潭大学,码喽也有大圣梦,李名杰,郑智彬,王兮,谢勇,,True,5,183,Honorable,,+(18),-3,-2,+(42),,,,+(77),+(15),+(29),,
187,,中南大学,老司机带带我,吴子健,朱芝毅,林宇煌,冯启龙,,True,5,225,Honorable,,+(30),-6,-3,+(83),,,,+(61),+(11),+(38),,
188,124,安徽理工大学,我永远喜欢Chtholly,厉东霖,李天祥,,蒋社想,,True,5,231,Honorable,,+(18),-2,,+1(52),,,,+(86),+(22),+(32),,
,,重庆南开中学,日新月异五队,江泽语,王爔睿,廖伟辰,张浩炜,,False,5,236,,,+(22),-3,,+(65),,,,+(78),+(29),+(40),,
189,125,香港城市大学（东莞）,CityUHK不是CUHK,郭旺乐,袁庚麒,李宗骏,李闽溟,,True,5,236,Honorable,,+(15),-17,,+2(100),,,,+(42),+(16),+(22),,
190,,重庆邮电大学,邮电启动,付宇新,赵俊超,潘乐乐,雷大江,,True,5,245,Honorable,,+1(45),-2,-11,+1(71),,,,+(58),+(6),+(23),,
191,,浙江工商大学,电之光,姚益浩,丁豪,叶恒,刘文强,,True,5,246,Honorable,,+(29),-5,-4,+1(52),,,,+(82),+(11),+(49),,
192,126,天津大学,守夜人,罗逸伦,王俊学,黄文聪,喻梅,,True,5,258,Honorable,,+(37),-5,-7,+2(83),,,,+(47),+(7),+(43),,
,,河北师范大学,两个骑士一个瓜,贾舒奥维,徐悦然,刘伊阳,丁盟,,False,5,262,,,+1(25),-3,,+(72),,,,+(99),+(12),+(32),,
193,127,长沙理工大学,Sakura,唐彪,谭焱文,马艺,邓广慧,,True,5,314,Honorable,-1,+1(48),,-13,+(30),,,,+2(112),+(9),+(53),,
194,128,江西理工大学,初出茅庐,陈云杰,吴仕贤,蔡结,管希东,,True,5,314,Honorable,,+1(36),-8,,+(94),,,,+(112),+(8),+(42),,
195,,华南师范大学,最后一页,严雍泽,徐书研,吴彪生,陈寅,,True,5,321,Honorable,,+(49),-2,,+(102),,,,+1(120),+(7),+(21),,
196,129,广州航海学院,AK是不可能AK的,侯晓锴,高林杰,刘炀,邓小方,,True,5,325,Honorable,,+(43),-7,-1,+1(86),,,,+(103),+(8),+(62),,
197,130,南昌大学,三下五除二,何家欢,刘学麟,杨喆,于海雯,,True,5,334,Honorable,,+(45),,-1,+1(66),,,,+2(101),+(17),+(43),,
198,131,河南师范大学,她与残题皆遗憾,许恩铎,王昊宇,郑欣宇,范海菊,,True,5,337,Honorable,,+(33),-5,,+(171),,,,+(79),+(8),+(44),,
199,132,湖南城市学院,晚安，诗音,李柯潘,张文杰,陈佳辉,廖枝平,,True,5,341,Honorable,,+(28),-6,,+2(96),,,,+(122),+(18),+(35),,
200,,深圳大学,szu_main,郭天朗,刘与同,苏凯伦,秦建斌,,True,5,346,Honorable,,+(20),-3,-3,+2(80),,,,+(108),+(10),+1(67),,
201,133,哈尔滨工业大学（威海）,队长已单身二十年为什么不能有两块区域赛金,许展翔,郑尊文,朱圣方,程亚楠,,True,5,349,Honorable,,+(35),-12,,+(99),,,,+(113),+(11),+1(68),,
202,134,福建理工大学,什么罐头我说,郭亿镭,戴佩旎,张宏志,许雪林,,True,5,362,Honorable,,+1(70),-2,,+(87),,,,+(112),+(13),+(57),,
203,,湖南大学,小酒馆常客,丁海桐,孙保庆,李景越,吴昊,,True,5,369,Honorable,,+(41),-11,,+(100),,,,+(153),+(21),+(53),,
204,135,西北大学,乘风远航,俞浩,陈鸿羽,黄志扬,刘晓宁,,True,5,372,Honorable,,+(63),-3,,+(124),,,,+(117),+(22),+(44),,
205,136,韶关学院,码农转生~到了区域赛就拿出真本事,冯诺维,康丁魁,陈兴翰,饶浩,,True,5,385,Honorable,,+(22),-6,,+(112),,,,+(146),+(10),+2(52),,
206,137,湖南工业大学,我这个贪心肯定队,袁永健,吴玉峰,阿布都克力木,邓晓军,,True,5,386,Honorable,,+(37),-4,,+3(113),,,,+(119),+(10),+(44),,
207,,郑州轻工业大学,遇事不决从容应队,薛晓煜,夏高祥,栗闫恒,朱会东,,True,5,389,Honorable,,+(38),-5,,+(135),,,,+(146),+(9),+(59),,
208,,兰州大学,浮沉,邵逸帆,吴平,时哲涵,马俊,,True,5,390,Honorable,,+(58),-13,,+1(106),,,,+(133),+(12),+(60),,
209,138,中南民族大学,我说怎么T了原来是交错题了,余文杰,庞彪,董光泽,刘卫平,,True,5,396,Honorable,,+1(42),-14,,+1(123),,,,+(106),+(15),+(69),,
210,139,合肥大学,候鸟,王国梁,杨仕超,吕文杰,胡春玲,,True,5,404,Honorable,-1,+(41),-2,,+(160),,,,+(101),+(11),+1(69),,
211,,山东大学,在1974年第一次在鸾溅渊打自由代码,卢俊宇,林星宇,郑睿杰,鹿旭东,,True,5,406,Honorable,,+1(65),-6,,+2(129),,,,+(108),+(10),+(33),,
212,140,怀化学院,怀化学院1队,宋正阳,王宇轩,曾凡耀,杨攀,,True,5,411,Honorable,,+(31),-3,,+1(89),,,,+1(177),+(9),+(64),,
213,,惠州学院,爆零鼠鼠の逆袭,吴海杰,钟志杰,陈源欣,刘利,,True,5,412,Honorable,,+2(47),-7,,+(120),,,,+(140),+(11),+(52),,
214,141,重庆科技大学,米卡巴卡姆,廖章昊,余臻,刘冬勇,焦晓军,,True,5,431,Honorable,,+1(90),-7,,+(100),,,,+(132),+(10),+(77),,
,,四川省成都市树德中学,小呆呆,马琳峰,赵泓迪,胥国豪,刘强,,False,5,455,,,+(25),-4,,+1(69),,,,+2(256),+(8),+(35),,
215,142,湖南人文科技学院,WA!  真的是你啊,周念祖,尹朝伟,罗伦财,肖敏雷,,True,5,470,Honorable,,+1(21),-15,,+1(111),,,,+2(166),+(24),+(66),,
216,,福建理工大学,AC：从Debug到Accept开始的XCPC生活,周俊杰,刘航,陈君玲,许雪林,,True,5,487,Honorable,,+1(85),,,+(109),,,,+(188),+(13),+(70),,
,,华南农业大学,Ciallo～(∠·ω< )⌒,谭伟杰,钟志轩,温雨佳,陈湘骥,,False,5,495,,,+3(69),-1,,+(137),,,,+(103),+(28),+(95),,
217,143,江汉大学,不动的大图书馆,熊振庭,李尧斐,焦子霖,陶俊,,True,5,500,Honorable,,+(43),,,+1(114),,,,+1(234),+(8),+(59),,
218,144,江西师范大学,沙糖桔,彭明俊,祝洪涛,李鸿盛,李萍,,True,5,512,Honorable,,+(30),-3,,+3(131),,,,+(174),+(24),+1(71),,
219,145,沈阳航空航天大学,打出牌子队长直播jk猫耳朵穿一天,刘佳美,纪旭,张彦泽,郑志勇,,True,5,515,Honorable,-3,+1(94),,,+2(176),,,,+1(107),+(13),+(43),,
220,,新疆大学,CCPC不拿金不改名,张立,邱桐,陶文喆,田生伟,,True,5,544,Honorable,,+(32),+2(262),-2,+(110),,,,-2,+(35),+(63),,
221,,香港中文大学（深圳）,仚屳屲冚,张恒,孙超逸,梁皓,马晨昊,,True,5,559,Honorable,,+3(74),-1,,+2(168),,,,+1(66),+(24),+2(64),,
222,146,中国石油大学北京克拉玛依校区,三个绿名,邬圣锋,刘佳一,蔡昊烨,贾志洋,,True,5,563,Honorable,,+1(34),-7,-3,+4(242),,,,+(97),+(29),+1(40),,
223,147,湖南中医药大学,常常因为看不懂哥哥的解法而感到自卑,付海洋,刘孝波,杨增磊,刘伟,,True,5,569,Honorable,,+1(47),-1,,+(106),,,,+(295),+(29),+(70),,
224,,国防科技大学,KOI,谢天一,张广星,张锦霄,张元良,,True,5,571,Honorable,,+(65),-3,-1,+4(226),,,,+1(123),+(10),+(45),,
225,148,中国矿业大学,无名之辈,黄科海,梁浩均,周佳炜,杨文嘉,,True,5,581,Honorable,,+1(32),-4,,+3(237),,,,+(182),+(8),+(40),,
226,149,安徽大学,假比赛真旅游,成智炜,李子涵,赵靖齐,李春春,,True,5,591,Honorable,,+2(99),-10,,+3(188),,,,+1(122),+(16),+(44),,
227,150,四川轻化工大学,超高校级的斯巴拉西,焦辰泽,张俊聪,陈红,何海涛,,True,5,593,Honorable,,+2(60),-1,,+(159),,,,+(212),+(11),+(109),,
228,151,湖北工业大学,奶龙粉丝团,陶大阳,杨晨,张忆周,徐承志,,True,5,601,Honorable,,+1(44),+1(261),,+2(136),,,,-1,+(18),+(60),,
229,,燕山大学,燕山旅游团,张浩楠,杨楠,唐湘黔,穆运峰,,True,5,604,Honorable,,+3(91),,,+1(171),,,,+1(193),+(12),+(34),,
230,152,西南石油大学,我队友是北航研究生,赵泽熙,王艺钢,刁俊熙,刘小玲,,True,5,621,Honorable,,+3(100),-8,,+(181),,,,+1(143),+(14),+2(61),,
231,153,三峡大学,海神三叉戟,梁逢达,郝彬,宋兴宜,徐义春,,True,5,623,Honorable,-1,+1(87),+2(164),,+(189),,,,,+(30),+(91),,
232,154,浙江育英职业技术学院,育英二队,潘彬泽,刘金维,孙明轩,张驰,,True,5,631,Honorable,-5,+4(78),-2,,+2(167),,,,+1(139),+(10),+1(77),,
233,155,武昌首义学院,蒟蒻猫猫虫,张楠,汤龙飞,张嘉杰,金兰,,True,5,638,Honorable,,+6(113),-21,,+(155),,,,+(131),+(25),+1(72),,
234,,重庆邮电大学,不会再wa了,汪涛,孔剑彬,汪炜杰,李盘林,,True,5,644,Honorable,,+3(75),,,+6(151),,,,+(180),+(12),+(44),,
235,156,西安科技大学,炼金术士,李姜帅,袁伯琦,罗元,史晓楠,,True,5,654,Honorable,,+4(80),,,+(203),,,,+(182),+(12),+(94),,
236,157,青岛科技大学,HJW,刘博,吴茂瑜,闫振斌,张瑞全,,True,5,665,Honorable,,+5(130),,,+2(168),,,,+(114),+(14),+1(78),,
237,158,长江师范学院,YZNU,曹秀峰,杨思权,任晓峰,陈业纲,,True,5,716,Honorable,,+2(142),-1,,+(107),,,,+2(273),+(19),+(93),,
238,159,黄冈师范学院,必叫你大败而归,张荣臻,刘翔宇,张泰林,关玉蓉,,True,5,738,Honorable,,+3(42),-1,,+5(255),,,,+2(173),+(22),+(44),,
239,160,贵州大学,泥高是原神高玩,傅锦灿,高嘉阳,曾德鑫,徐晶,,True,5,747,Honorable,,+1(60),-1,,+2(230),,,,+3(207),+(53),+(76),,
240,161,四川农业大学,我们有铁牌,李鑫,刁戈,江雅奥,危疆树,,True,5,761,Honorable,-1,+3(78),-1,-1,+1(225),-1,-1,-1,+2(231),+(15),+(89),-1,-1
241,162,武汉工程大学,本场罚时全部作为神社香火钱,高士博,徐洋,徐明洋,陈灯,,True,5,768,Honorable,,+8(204),-5,,+1(101),,,,+(193),+(23),+(65),,
242,163,湖南科技学院,终将打破自我,杨锦林,曾志,陈可,唐雅媛,,True,5,770,Honorable,,+1(160),-2,,+4(251),,,,+(187),+(20),+(49),,
243,164,广西科技大学,在广东爆零的我，能活着走出重庆吗？,吴宏昊,姜炳群,樊昊兵,韦茜妤,,True,5,805,Honorable,,+4(239),-9,,+1(224),,,,+(144),+(17),+(78),,
244,165,台州学院,队名起什么,尹海涛,韩松霖,戴于皓,陈荣钦,,True,5,823,Honorable,,+7(127),-6,,+1(289),,,,+(120),+(11),+1(94),,
245,166,中央民族大学,拿牌就去吃火锅,李艳丽,陈博,田星远,孙娜,,True,5,1031,Honorable,,+7(207),,,+1(277),,,,+2(250),+1(36),+(39),,
246,167,重庆人文科技学院,重生之我是猴子大王,吴恩宇,张楠,杜仕亮,杨勇,,True,5,1483,Honorable,,+4(181),,,+1(294),,,,+9(279),+(14),+8(273),,
,,四川省成都市树德中学,迎面走来的你让我蠢蠢欲动,肖瑞峰,张誉翔,沈慕枫,刘强,,False,4,165,,,+(32),-9,,-2,,,,+(82),+(9),+(41),,
247,168,山东工商学院,写完这题就成功,栗子旭,赵潼,谢俊杰,肖进杰,,True,4,211,Honorable,,+(35),-1,,+1(105),,,,,+(8),+(41),,
248,169,广东技术师范大学,没有技巧，都是暴力,曹谦,周峻锋,邝钟焱,刘兰,,True,4,224,Honorable,,+(62),,,+(90),,,,-3,+(18),+(54),,
249,170,西南民族大学,vo___!!!,俞铭泽,侯彤瑶,朱明慧,周绪川,,True,4,273,Honorable,,+(32),,,-7,,,,+1(140),+(8),+(71),,
,,四川省成都市树德中学,沈夜星河慕枫桥,唐海弘,马思睿,张捷睿,刘强,,False,4,280,,,+(45),-4,,+1(125),,,,-8,+(15),+(73),,
,,重庆南开中学,日新月异三队,康秦嘉,韩濡臣,徐逸非,陈果,,False,4,295,,,+1(35),-1,,-5,,,,+(181),+(13),+(45),,
250,171,北京林业大学,皓腕凝霜雪,蔡优,管穗京,梅涵,徐艳艳,,True,4,315,Honorable,,+2(80),-11,,+(98),,,,-1,+(38),+(57),,
,,重庆南开中学,日新月异二队,段睿阳,荣耀,张馨月,陈果,,False,4,323,,,+(47),,-4,,,,,+(201),+(16),+(57),,
251,,广西大学,江山如画,李崇彰,黄翠婷,韦书临,詹锋,,True,4,333,Honorable,,+1(90),,,+1(114),,,,-2,+(12),+(76),,
252,172,邵阳学院,我的AC,周鹏,刘帅,付金坪,陈云,,True,4,339,Honorable,,+(75),,,-3,,,,+(181),+(6),+1(56),,
,,深圳职业技术大学,WA了电到队,胡峰贤,陈泽锦,黄勇文,王梅,,False,4,364,,,+(47),-11,,-1,,,,+2(202),+(14),+(60),,
253,173,成都大学,都市狂少,何智恒,李纪松,翟鑫麟,张修军,,True,4,381,Honorable,,+(53),,-4,+1(234),,,,-1,+(7),+1(46),,
,,重庆八中宏帆中学,宏帆三人小队,李华峻,墙凌可,谢雨杉,张俊杰,,False,4,417,,,+(21),,,,,,,+(198),+(25),+1(152),,
254,174,吉利学院,YoungKids,严嘉诚,李乔治,杨靖丰,袁丁,,True,4,428,Honorable,,+1(55),,,-4,,,,+1(238),+(11),+(82),,
255,175,吉首大学,做的都队,李伟杰,祝江宇,钟文振,黄伟,,True,4,435,Honorable,,+(49),,,-3,,,,+(216),+1(38),+1(91),,
256,176,重庆工程学院,等到秋叶终于金黄,张翔,陈博恒,何慧君,陈彬,,True,4,452,Honorable,,+(60),-5,,+2(217),,,,,+(29),+(104),,
257,177,湖北第二师范学院,超级无敌奶龙大帝,刘俊康,吕行航,胡荣强,王海军,,True,4,465,Honorable,,+2(114),,,-4,,,,+2(188),+(30),+(51),,
,,中北大学,三傻大闹ccpc重庆,严臻圆,张宇赫,卢天立,潘广贞,,False,4,480,,,+1(77),-4,,,,,,+3(199),+1(20),+(82),,
,,四川省成都市树德中学,对不队,魏夕皓,王奥,孟繁佑,刘强,,False,4,481,,,+5(93),-6,,-5,,,,+3(178),+(13),+(36),,
258,178,安徽工业大学,安工大二队,朱仁乐,游子翔,蒋烨,程泽凯,,True,4,544,Honorable,,+(106),,,,,,,+2(277),+(29),+(90),,
259,,湖南理工学院,会ak的,马沁坤,陈天好,章文一,李文彬,,True,4,560,Honorable,,+(73),-1,,,,,,+2(244),+(23),+3(120),,
260,,西南石油大学,夯大力别追着我啦,索枭涵,侯子杰,闫守儒,杨梅,,True,4,572,Honorable,,+5(210),,,-3,,,,+(165),+(12),+(85),,
261,179,桂林航天工业学院,这题也是线段树吗,奚晨毓,蔡函辛,罗千翔,何金花,,True,4,578,Honorable,,+5(198),-2,,-4,,,,+(177),+(21),+(82),,
262,180,电子科技大学成都学院,平安喜乐丶,吕文凯,熊悦童,,何彬,,True,4,589,Honorable,,+5(123),,,,,,,+(287),+(14),+(63),,
263,181,赣东学院,世界遗忘我,李垚隆,,,王芳,,True,4,595,Honorable,,-10,,,+2(214),,,,+1(168),+(36),+1(95),,
,,四川省成都市树德中学,老呆呆,罗子渊,杜若与,蓝昊天,刘强,,False,4,666,,,+10(180),,,-5,,,,+(163),+(9),+(113),,
264,182,武汉职业技术大学,大佬和他的两个摆件,罗振荣,王子玄,杨浩,陈铭,,True,4,812,Honorable,,+5(194),,-1,-1,,,,+(280),+(21),+(215),,
265,183,安徽中医药大学,青春猪头吗喽不会梦到虎先锋学姐,方天赐,姜子康,洪想想,胡继礼,,True,4,1015,Honorable,,+15(281),,,-2,,,,+2(242),+2(28),+(82),,
,,深圳职业技术大学,提交都对,朱仟涛,樊麒裕,邱嘉悦,杨晨,,False,4,1191,,,+32(278),,,-2,,,,+(207),+(8),+1(37),,
,,重庆南开中学,日新月异一队,李语童,谢雨辰,秦瑜蔓,陈果,,False,3,92,,,+(35),,,-4,,,,-4,+(13),+(43),,
266,184,武汉纺织大学,因为太怕爆零就全交暴力了,蒋沈浩,苏宇曦,胡劲睿,张自力,,True,3,155,Honorable,,+2(28),-1,,-4,,,,-4,+(12),+1(54),,
267,,中南民族大学,样例过了为什么没A?,钟佑安,连怡祥,黄炜超,刘卫平,,True,3,185,Honorable,,+2(40),,,-1,,,,-2,+(37),+(68),,
268,185,西南财经大学,鼠鼠不想打铁,王世海,陈鹏宇,陈施燃,陈智,,True,3,235,Honorable,,+(107),-2,,,,,,-2,+(39),+1(68),,
,,韶关学院,绿不了一点,谢伟力,张皓然,朱子睿,苗德成,,False,3,239,,,+1(17),-3,,,,,,,+(10),+3(131),,
,,韶关学院,说什么加综测就来了,黄家宝,许申浩,梁炜蜃,袁辉勇,,False,3,262,,,+2(66),-2,,,,,,,+(14),+(141),,
269,,四川农业大学,穿越之我是菜狗,陈俊炜,聂宇豪,唐源泉,潘勇浩,,True,3,359,Honorable,,+6(181),,,-2,,,,-3,+(9),+(48),,
270,186,重庆对外经贸学院,摆手不是拒绝而是无须多言,田嘉焕,詹宇腾,沈玉霖,胡东,,True,3,526,Honorable,,+1(46),,,,,,,,+(11),+9(268),,
,,乐山师范学院,冬天不穿羽绒服,邱伯荣,刘皓扬,孙鹏,孙锐,,False,3,527,,,+8(216),,,-1,,,,,+(11),+(140),,
271,187,华侨大学,鹰隼试翼,郭翔,刘坤尧,廖德智,罗伟,,True,3,527,Honorable,,+8(275),,,,,,,,+(19),+1(52),,
